0	0 0⃣️
苦笑	苦笑 😁 😼
英国	英国 🇬🇧 🇬🇧
英国国旗	英国国旗 🇬🇧
英國	英國 🇬🇧 🇬🇧
英國國旗	英國國旗 🇬🇧
英属维京群岛	英属维京群岛 🇻🇬
英屬維京群島	英屬維京群島 🇻🇬
英文大写	英文大写 🔠
英文大寫	英文大寫 🔠
英文字	英文字 🔤
英文小写	英文小写 🔡
英文小寫	英文小寫 🔡
英文輸入法	英文輸入法 🔤
英文输入法	英文输入法 🔤
英鎊	英鎊 💷
英镑	英镑 💷
苹果	苹果 🍏 🍎
茄子	茄子 🍆
茅利塔尼亞	茅利塔尼亞 🇲🇷
茶	茶 🍵
茶杯	茶杯 🍵
草花	草花 ♣️
草药	草药 🌿
草莓	草莓 🍓
草莓蛋糕	草莓蛋糕 🍰
草藥	草藥 🌿
荧幕	荧幕 💻
药丸	药丸 💊
荷兰	荷兰 🇳🇱
荷包	荷包 👝
荷属圣马丁	荷属圣马丁 🇸🇽
荷蘭	荷蘭 🇳🇱
莫三比克	莫三比克 🇲🇿
莫桑比克	莫桑比克 🇲🇿
莱索托	莱索托 🇱🇸
莲蓬头	莲蓬头 🚿
获得	获得 🉐
菜刀	菜刀 🔪
菠萝	菠萝 🍍
菠蘿	菠蘿 🍍
菲律宾	菲律宾 🇵🇭
菲律賓	菲律賓 🇵🇭
营	营 🈺
营业	营业 🈺
营业中	营业中 🈺
萨克斯	萨克斯 🎷
萨克斯风	萨克斯风 🎷
萨尔瓦多共和国	萨尔瓦多共和国 🇸🇻
萨摩亚群岛	萨摩亚群岛 🇼🇸
萬佛之國	萬佛之國 🇹🇭
萬島國	萬島國 🇳🇴
萬聖節	萬聖節 🎃
萬那杜	萬那杜 🇻🇺
落叶	落叶 🍂
落叶乔木	落叶乔木 🌳
落叶树	落叶树 🌳
落葉	落葉 🍂
落葉喬木	落葉喬木 🌳
落葉樹	落葉樹 🌳
葉子	葉子 🍃
葉門	葉門 🇾🇪
著急	著急 😣
著迷	著迷 😻 😍
葛摩	葛摩 🇰🇲
葡萄	葡萄 🍇
葡萄牙	葡萄牙 🇵🇹
葡萄酒	葡萄酒 🍷
蒙古	蒙古 🇲🇳
蒙特塞拉特岛	蒙特塞拉特岛 🇲🇸
蒙特色拉特島	蒙特色拉特島 🇲🇸
蒲隆地	蒲隆地 🇧🇮
蒸气火车	蒸气火车 🚂
蒸氣火車	蒸氣火車 🚂
蒸碗	蒸碗 🍜
蓋亞那	蓋亞那 🇬🇾
蓝心	蓝心 💙
蓝色书本	蓝色书本 📘
蓝色心形	蓝色心形 💙
蓮蓬頭	蓮蓬頭 🚿
蕃茄	蕃茄 🍅
蕃薯	蕃薯 🍠
蕈类	蕈类 🍄
蕈類	蕈類 🍄
薩克斯	薩克斯 🎷
薩克斯風	薩克斯風 🎷
薩摩亞群島	薩摩亞群島 🇼🇸
薩爾瓦多共和國	薩爾瓦多共和國 🇸🇻
薯条	薯条 🍟
薯條	薯條 🍟
藍心	藍心 💙
藍色心形	藍色心形 💙
藍色書本	藍色書本 📘
藝術	藝術 🎨
藥丸	藥丸 💊
蘇丹	蘇丹 🇸🇩
蘇利南	蘇利南 🇸🇷
蘋果	蘋果 🍏 🍎
蘑菇	蘑菇 🍄
虎	虎 🐯
虎脸	虎脸 🐯
虎臉	虎臉 🐯
處女座	處女座 ♍️
號角	號角 📯
虧凸月	虧凸月 🌖
虧損	虧損 💸
虧損報表	虧損報表 📉
虫子	虫子 🐜 🐛
蚂蚁	蚂蚁 🐜
蛇	蛇 🐍
蛇夫座	蛇夫座 ⛎
蛋糕	蛋糕 🎂 🍰
蜂蜜罐	蜂蜜罐 🍯
蜗牛	蜗牛 🐌
蜜罐	蜜罐 🍯
蜜蜂	蜜蜂 🐝
蝴蝶結	蝴蝶結 🎀
蝴蝶结	蝴蝶结 🎀
蝸牛	蝸牛 🐌
螞蟻	螞蟻 🐜
螢幕	螢幕 💻
螺丝	螺丝 🔩
螺栓套件	螺栓套件 🔩
螺母及螺栓	螺母及螺栓 🔩
螺絲	螺絲 🔩
蟲子	蟲子 🐜 🐛
血型	血型 🆎 🅾️ 🅱️ 🅰️
行人	行人 🚶
行动电话	行动电话 📱
行動電話	行動電話 📱
行李托管	行李托管 🛅
行李检查	行李检查 🛃
行李檢查	行李檢查 🛃
行李过机	行李过机 🛄
行李通查	行李通查 🛄
行李過機	行李過機 🛄
衛兵	衛兵 💂
衛士	衛士 💂
衛星天線	衛星天線 📡
衛星通訊	衛星通訊 📡
衛生間	衛生間 🚻
衝浪	衝浪 🏄
衝澡	衝澡 🚿
衣服	衣服 👗 👔
衣索比亞	衣索比亞 🇪🇹
表情	表情 😕 🙀 😿 😾 😽 😼 😻 😺 😹 😸 😶 😵 😫 😩 😤 😋 😆 😅 ☺️ 😷 😳 😲 😱 😰 😭 😪 😨 😥 😣 😢 😈 😡 😠 😞 😖 😔 😓 😒 😏 😚 😘 😍 😐 😌 😄 😝 😜 😎 😇 😁 😂 😉 😃 😊
表意不好	表意不好 🙅
表意好	表意好 🙆
表演艺术	表演艺术 🎭
表演藝術	表演藝術 🎭
衬衫	衬衫 👔 👕
衬衫领带	衬衫领带 👔
袋鼠国	袋鼠国 🇦🇺
袋鼠國	袋鼠國 🇦🇺
裙子	裙子 👗
裤子	裤子 👖
褲子	褲子 👖
襯衫	襯衫 👔 👕
襯衫領帶	襯衫領帶 👔
西方人	西方人 👱
西班牙	西班牙 🇪🇸 🇪🇸
西班牙国旗	西班牙国旗 🇪🇸
西班牙國旗	西班牙國旗 🇪🇸
西瓜	西瓜 🍉
西紅柿	西紅柿 🍅
西红柿	西红柿 🍅
西餐	西餐 🍴
視頻游戲	視頻游戲 🎮
親一口	親一口 😽 💋 😚
親吻	親吻 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💏 😚
親嘴	親嘴 💋
親暱	親暱 😽
親親	親親 😽 😚 😘
觀光列車	觀光列車 🚟
观光列车	观光列车 🚟
视频游戏	视频游戏 🎮
角色	角色 🎭 💃
解鎖	解鎖 🔓
解锁	解锁 🔓
計時	計時 ⌛️
計程車	計程車 🚖 🚕
訊息	訊息 ✉️
記事	記事 📝
記事簿	記事簿 📒
記錄	記錄 📝
許可	許可 🉑
許願	許願 🎋
註冊	註冊 ®
詳情	詳情 🔎
詳細	詳細 🔎
說話	說話 💬 👄
調色板	調色板 🎨
請勿亂扔	請勿亂扔 🚯
謹言	謹言 🙊
證件檢查	證件檢查 🛂
證書	證書 📄
警告	警告 ⚠️
警察	警察 🚔 👮
警灯	警灯 🚨
警燈	警燈 🚨
警示	警示 ⚠️
警示灯	警示灯 🚨
警示燈	警示燈 🚨
警車	警車 🚔 🚓
警車燈	警車燈 🚨
警车	警车 🚔 🚓
警车灯	警车灯 🚨
讓利	讓利 🈹
计时	计时 ⌛️
计程车	计程车 🚖 🚕
让利	让利 🈹
讯息	讯息 ✉️
记事	记事 📝
记事簿	记事簿 📒
记录	记录 📝
许可	许可 🉑
许愿	许愿 🎋
证书	证书 📄
证件检查	证件检查 🛂
详情	详情 🔎
详细	详细 🔎
说话	说话 💬 👄
请勿乱扔	请勿乱扔 🚯
调色板	调色板 🎨
谨言	谨言 🙊
象	象 🐘
象牙海岸	象牙海岸 🇨🇮
豬	豬 🐗 🐖 🐷
豬臉	豬臉 🐷
豬頭	豬頭 🐗 🐷
豬鼻	豬鼻 🐽
貓	貓 🐈 🐱
貓咪	貓咪 🐈
貓熊	貓熊 🐼
貓臉	貓臉 🙀 🐱
貝南	貝南 🇧🇯
貝殼	貝殼 🐚
貝里斯	貝里斯 🇧🇿
貨幣兌換	貨幣兌換 💱
貨櫃車	貨櫃車 🚜
貨車	貨車 🚚
貴賓狗	貴賓狗 🐩
資料	資料 📄 📃 💾
資料夾	資料夾 📁
資訊	資訊 ℹ️
賓館	賓館 🏩 🏨
賣萌	賣萌 🐶
賭博	賭博 🎲
賭場	賭場 🎰
賴比瑞亞	賴比瑞亞 🇱🇷
賴索托	賴索托 🇱🇸
賽普勒斯	賽普勒斯 🇨🇾
賽艇	賽艇 🚤
賽跑	賽跑 🏃
賽車	賽車 🏁
賽馬	賽馬 🏇
贊	贊 👍
贏了	贏了 ✌️
贝壳	贝壳 🐚
贝宁	贝宁 🇧🇯
货币兑换	货币兑换 💱
货柜车	货柜车 🚜
货车	货车 🚚
贵宾狗	贵宾狗 🐩
资料	资料 📄 📃 💾
资料夹	资料夹 📁
资讯	资讯 ℹ️
赌博	赌博 🎲
赌场	赌场 🎰
赛艇	赛艇 🚤
赛跑	赛跑 🏃
赛车	赛车 🏁
赛马	赛马 🏇
赞	赞 👍
赞比亚	赞比亚 🇿🇲
赢了	赢了 ✌️
赤道几内亚	赤道几内亚 🇬🇶
赤道幾内亞	赤道幾内亞 🇬🇶
越南	越南 🇻🇳
越野車	越野車 🚙
越野车	越野车 🚙
足印	足印 👣
足球	足球 ⚽️
足跡	足跡 👣
足迹	足迹 👣
跃动的心	跃动的心 💗
跌势	跌势 📉
跌勢	跌勢 📉
跑步	跑步 🏃
路人	路人 🚶
路障	路障 🚧
跳动的心	跳动的心 💓
跳動的心	跳動的心 💓
跳舞	跳舞 💃
踢球	踢球 ⚽️
踩	踩 👎
躍動的心	躍動的心 💗
身份	身份 🆔
身分	身分 🆔
車	車 🚘 🚗
車子	車子 🚘 🚗
車站	車站 🚉
軟盤	軟盤 💾
軟碟	軟碟 💾
輕軌電車	輕軌電車 🚈
輕鬆	輕鬆 😉
輪椅	輪椅 ♿️
輪船	輪船 🚢
轉向前方	轉向前方 ⤴️
轉向後方	轉向後方 ⤵️
轎車	轎車 🚘 🚗
车	车 🚘 🚗
车子	车子 🚘 🚗
车站	车站 🚉
转向前方	转向前方 ⤴️
转向后方	转向后方 ⤵️
轮椅	轮椅 ♿️
轮船	轮船 🚢
软盘	软盘 💾
软碟	软碟 💾
轻松	轻松 😉
轻轨电车	轻轨电车 🚈
轿车	轿车 🚘 🚗
辛巴威	辛巴威 🇿🇼
辛苦	辛苦 💦
辦公大樓	辦公大樓 🏢
辦公樓	辦公樓 🏢
过山车	过山车 🎢
运动	运动 🚵 🏉 🏇 🎣 ⛳️ 🏈 🏆 🏄 🏃 🏂 🏁 🎿 🎾 🎽 ⚾️ ⚽️ 🏊 🏀
运动背心	运动背心 🎽
运动衫	运动衫 🎽
运动鞋	运动鞋 👟
近視	近視 👓
近视	近视 👓
连结	连结 🔗
连衣裙	连衣裙 👗
迦納	迦納 🇬🇭
迴紋針	迴紋針 📎
迷你光碟	迷你光碟 💽
退回	退回 🔙
适合	适合 🈴
逃离	逃离 💨
逃跑	逃跑 💨
逃離	逃離 💨
选中	选中 ☑️
通关检查	通关检查 🛂
通訊	通訊 📡 📞
通讯	通讯 📡 📞
通關檢查	通關檢查 🛂
速食店	速食店 🍔
連結	連結 🔗
連衣裙	連衣裙 👗
遊戲	遊戲 🎰 🎮
遊戲機	遊戲機 🎮
遊樂園	遊樂園 🎠
遊樂場	遊樂場 🎡 🎠
遊艇	遊艇 ⛵️
運動	運動 🚵 🏉 🏇 🎣 ⛳️ 🏈 🏆 🏄 🏃 🏂 🏁 🎿 🎾 🎽 ⚾️ ⚽️ 🏊 🏀
運動背心	運動背心 🎽
運動衫	運動衫 🎽
運動鞋	運動鞋 👟
過山車	過山車 🎢
道歉	道歉 🙇
道路施工	道路施工 🚧
適合	適合 🈴
選中	選中 ☑️
邪恶	邪恶 😈
邪惡	邪惡 😈
邮件	邮件 ✉️ 📧
邮局	邮局 🏤 🏣
邮政号角	邮政号角 📯
邮筒	邮筒 📮
邮箱	邮箱 📭 📬 📫 📪 📮
邮轮	邮轮 🚢
郁金香	郁金香 🌷
郁闷	郁闷 😒
郵件	郵件 ✉️ 📧
郵局	郵局 🏤 🏣
郵政號角	郵政號角 📯
郵筒	郵筒 📮
郵箱	郵箱 📭 📬 📫 📪 📮
郵輪	郵輪 🚢
鄙視	鄙視 👎 😒
鄙视	鄙视 👎 😒
酒店	酒店 🏨
酒杯	酒杯 🍸 🍷
酒瓶和酒杯	酒瓶和酒杯 🍶
酒館	酒館 🏮
酒馆	酒馆 🏮
酣睡	酣睡 💤
酷	酷 🆒
醫療	醫療 💊 💉
醫療車	醫療車 🚑
醫院	醫院 🏥
释然	释然 😌
釋然	釋然 😌
重新播放	重新播放 🔃
重新整理	重新整理 🔄
重新讀取	重新讀取 🔃
重新读取	重新读取 🔃
重新載入	重新載入 🔃
重新载入	重新载入 🔃
重載	重載 🔃
重载	重载 🔃
野營	野營 ⛺️
野猪	野猪 🐗
野营	野营 ⛺️
野豬	野豬 🐗
金发	金发 👱
金发男子	金发男子 👱
金发的人	金发的人 👱
金牛座	金牛座 ♉️
金錢	金錢 💷 💶 💸 💵 💴 💳 💲 💰
金钱	金钱 💷 💶 💸 💵 💴 💳 💲 💰
金髮	金髮 👱
金髮男子	金髮男子 👱
金髮的人	金髮的人 👱
針筒	針筒 💉
釣魚	釣魚 🎣
釣魚場	釣魚場 🎣
鈴噹	鈴噹 🔔
鈴鐺	鈴鐺 🔔
鉛筆	鉛筆 ✏️
銀河	銀河 🌌
銀河系	銀河系 🌌
銀行	銀行 🏦
鋼琴	鋼琴 🎹
鋼筆	鋼筆 ✒️
錄像	錄像 📹
錄像帶	錄像帶 📼
錄影	錄影 📹
錄影帶	錄影帶 📼
錘子	錘子 🔨
錢	錢 💰
錢包	錢包 👛
錢袋	錢袋 💰
錢飛了	錢飛了 💸
錨	錨 ⚓️
錫和橡膠王國	錫和橡膠王國 🇲🇾
錯誤	錯誤 ✖️ 🙅 ❌
鎖	鎖 🔒
鎖定	鎖定 🔒
鐵索	鐵索 🔗
鐵道車	鐵道車 🚃
鐵鎚	鐵鎚 🔨
鑰匙	鑰匙 🔑
鑽戒	鑽戒 💍
鑽石	鑽石 💎
针筒	针筒 💉
钓鱼	钓鱼 🎣
钓鱼场	钓鱼场 🎣
钢琴	钢琴 🎹
钢笔	钢笔 ✒️
钥匙	钥匙 🔑
钱	钱 💰
钱包	钱包 👛
钱袋	钱袋 💰
钱飞了	钱飞了 💸
钻戒	钻戒 💍
钻石	钻石 💎
铁索	铁索 🔗
铁道车	铁道车 🚃
铁锤	铁锤 🔨
铃当	铃当 🔔
铃铛	铃铛 🔔
铅笔	铅笔 ✏️
银河	银河 🌌
银河系	银河系 🌌
银行	银行 🏦
锁	锁 🔒
锁定	锁定 🔒
错误	错误 ✖️ 🙅 ❌
锚	锚 ⚓️
锡和橡胶王国	锡和橡胶王国 🇲🇾
锤子	锤子 🔨
長條圖	長條圖 📊
長褲	長褲 👖
長靴	長靴 👢
长条图	长条图 📊
长裤	长裤 👖
长靴	长靴 👢
門	門 🚪
門松	門松 🎍
閃亮	閃亮 ✨
閃亮的心	閃亮的心 💖
閃喨的心	閃喨的心 💖
閃電	閃電 ⚡️
閉嘴	閉嘴 🙊 😠
閉眼	閉眼 😝
開啓	開啓 🔛
開啟資料夾	開啟資料夾 📂
開心	開心 ☺️ 😺 😃 😆 😄
開懷大笑	開懷大笑 😃
開曼群島	開曼群島 🇰🇾
開玩笑	開玩笑 😝
開花	開花 🌼
開鎖	開鎖 🔓
閨蜜情誼	閨蜜情誼 👩‍❤️‍👩
閱讀郵件	閱讀郵件 📨
關島	關島 🇬🇺
關東煮	關東煮 🍢
關機	關機 📴
關機模式	關機模式 📴
门	门 🚪
门松	门松 🎍
闪亮	闪亮 ✨
闪亮的心	闪亮的心 💖 💖
闪电	闪电 ⚡️
闭嘴	闭嘴 🙊 😠
闭眼	闭眼 😝
问号	问号 ❔ ❓
闹心	闹心 😠
闹钟	闹钟 ⏰
闹铃	闹铃 ⏰
闺蜜情谊	闺蜜情谊 👩‍❤️‍👩
闻	闻 👃
阅读邮件	阅读邮件 📨
阴天	阴天 ⛅️ ☁️
阿塞拜疆	阿塞拜疆 🇦🇿
阿富汗	阿富汗 🇦🇫
阿尔及利亚	阿尔及利亚 🇩🇿
阿尔巴尼亚	阿尔巴尼亚 🇦🇱
阿拉伯联合酋长国	阿拉伯联合酋长国 🇦🇪
阿拉伯聯合大公國	阿拉伯聯合大公國 🇦🇪
阿曼	阿曼 🇴🇲
阿根廷	阿根廷 🇦🇷
阿爾及利亞	阿爾及利亞 🇩🇿
阿爾巴尼亞	阿爾巴尼亞 🇦🇱
阿联酋	阿联酋 🇦🇪
阿聯酋	阿聯酋 🇦🇪
阿魯巴	阿魯巴 🇦🇼
阿鲁巴	阿鲁巴 🇦🇼
除	除 ➗
除号	除号 ➗
除號	除號 ➗
陰天	陰天 ⛅️ ☁️
随机播放	随机播放 🔀
隐私	隐私 ㊙️ 🔏
隐秘	隐秘 🔏
隨機播放	隨機播放 🔀
隱私	隱私 ㊙️ 🔏
隱秘	隱秘 🔏
难过	难过 😫
雏菊	雏菊 🌼
雙人	雙人 👥
雙子座	雙子座 ♊️
雙峰駝	雙峰駝 🐫
雙彎曲線	雙彎曲線 ➿
雙掌	雙掌 👐
雙簧	雙簧 🎭
雙蜂駱駝	雙蜂駱駝 🐫
雙驚嘆號	雙驚嘆號 ‼️
雙魚座	雙魚座 ♓️
雙鳳之家	雙鳳之家 👨‍👩‍👧‍👧
雙龍之家	雙龍之家 👨‍👩‍👦‍👦
雛菊	雛菊 🌼
雞	雞 🐔
雞寶寶	雞寶寶 🐤
雞尾酒	雞尾酒 🍸
雞尾酒杯	雞尾酒杯 🍸
雞尾酒酒杯	雞尾酒酒杯 🍸
雞腿	雞腿 🍗
難過	難過 😫
雨伞	雨伞 ☔️ 🌂
雨傘	雨傘 ☔️ 🌂
雪人	雪人 ⛄️
雪糕	雪糕 🍨 🍦
雪花	雪花 ❄️
雪餅	雪餅 🍥
雪饼	雪饼 🍥
雲	雲 ☁️
雲霄飛車	雲霄飛車 🎢
零	零 0⃣️
雷鋒叔叔	雷鋒叔叔 👲
雷锋叔叔	雷锋叔叔 👲
電子郵件	電子郵件 📧
電影	電影 🎥 🎬
電影打板	電影打板 🎬
電影院	電影院 🎦
電插頭	電插頭 🔌
電池	電池 🔋
電源	電源 🔌
電燈	電燈 💡
電燈泡	電燈泡 💡
電腦	電腦 💻
電視	電視 📺
電視機	電視機 📺
電視遊樂器	電視遊樂器 🎮
電話	電話 📞 ☎️
電話聽筒	電話聽筒 📞
電車	電車 🚎 🚊 🚃
電郵	電郵 📧
電量	電量 🔋
雾气	雾气 🌁
雾蒙蒙	雾蒙蒙 🌁
雾霾	雾霾 🌁
震动	震动 📳
震動	震動 📳
霜淇淋	霜淇淋 🍦
霧氣	霧氣 🌁
霧濛濛	霧濛濛 🌁
霧霾	霧霾 🌁
露營	露營 ⛺️
露营	露营 ⛺️
露齒大笑	露齒大笑 😁
露齒而笑	露齒而笑 😁
露齿大笑	露齿大笑 😁
露齿而笑	露齿而笑 😁
青筋	青筋 💢
青苗	青苗 🌱
青苹果	青苹果 🍏
青蘋果	青蘋果 🍏
青虫	青虫 🐛
青蛙	青蛙 🐸
青蛙脸	青蛙脸 🐸
青蛙臉	青蛙臉 🐸
青蟲	青蟲 🐛
青龍	青龍 🐉
青龙	青龙 🐉
非常好	非常好 👍
非洲	非洲 🌍
非洲之角	非洲之角 🇸🇴
非洲雄鷹	非洲雄鷹 🇳🇬
非洲雄鹰	非洲雄鹰 🇳🇬
非礼勿听	非礼勿听 🙉
非礼勿视	非礼勿视 🙈
非礼勿言	非礼勿言 🙊
非禮勿聽	非禮勿聽 🙉
非禮勿視	非禮勿視 🙈
非禮勿言	非禮勿言 🙊
非飲用水	非飲用水 🚱
非饮用水	非饮用水 🚱
面具	面具 🎭
面包	面包 🍞
面包圈	面包圈 🍩
面包车	面包车 🚐
面条	面条 🍝 🍜
靴子	靴子 👢
鞋	鞋 👠 👟
鞠躬	鞠躬 🙇
韓國	韓國 🇰🇷
韓國國旗	韓國國旗 🇰🇷
韩国	韩国 🇰🇷 🇰🇷
韩国国旗	韩国国旗 🇰🇷
音乐	音乐 📯 🎧 🎤 🎼 🎻 🎺 🎹 🎸 🎶 🎷 🎵
音乐之邦	音乐之邦 🇦🇹
音乐键盘	音乐键盘 🎹
音樂	音樂 📯 🎧 🎤 🎼 🎻 🎺 🎹 🎸 🎶 🎷 🎵
音樂之邦	音樂之邦 🇦🇹
音樂鍵盤	音樂鍵盤 🎹
音符	音符 🎶 🎵
音量	音量 🔊
響鈴	響鈴 🔔
頁面	頁面 📄 📃
頂	頂 🆙
頂呱呱	頂呱呱 👍
預定	預定 🈯️
領帶	領帶 👔
頭像	頭像 🎭 👤 🙎 🙍 🙋 🙊 🙉 🙈 🙇 💇 💆 🙆 🙅 💃 💂 💁 💀 👿 👾 👽 👼 👻 👺 👹 👸 👷 👶 👵 👴 👳 👲 👱 👰 👯 👮 👥 👩 👨 👧 👦
頭巾	頭巾 👳
頭暈目眩	頭暈目眩 💫
頭骨	頭骨 💀
顯微鏡	顯微鏡 🔬
页面	页面 📄 📃
顶	顶 🆙
顶呱呱	顶呱呱 👍
预定	预定 🈯️
领带	领带 👔
風吹落葉	風吹落葉 🍃
風車之國	風車之國 🇳🇱
風鈴	風鈴 🎐
風鈴節	風鈴節 🎐
颱風	颱風 🌀
风吹落叶	风吹落叶 🍃
风车之国	风车之国 🇳🇱
风铃	风铃 🎐
风铃节	风铃节 🎐
飛吻	飛吻 😘
飛機	飛機 ✈️
飛行	飛行 ✈️
飞吻	飞吻 😘
飞机	飞机 ✈️
飞行	飞行 ✈️
食指	食指 ☝️
食物	食物 🍴 🍳 🍲 🍱 🍰 🍯 🍮 🍭 🍬 🍫 🍪 🍩 🍨 🍧 🍦 🍥 🍤 🍣 🍢 🍡 🍠 🍖 🍟 🍞 🍝 🍚 🍙 🍘 🍛 🍗 🍕 🍔 🍜
飯團	飯團 🍙
飯店	飯店 🏨
飯糰	飯糰 🍙
飲料	飲料 ☕️ 🍻 🍺 🍸 🍷 🍵 🍹 🍶
飲水區	飲水區 🚰
飲用水	飲用水 🚰
飾以絲帶的心	飾以絲帶的心 💝
餅乾	餅乾 🍪
餐厅	餐厅 🍴
餐廳	餐廳 🍴
餐飲	餐飲 ☕️
餐饮	餐饮 ☕️
餵奶	餵奶 🍼
饭团	饭团 🍙 🍙
饭店	饭店 🏨
饮料	饮料 ☕️ 🍻 🍺 🍸 🍷 🍵 🍹 🍶
饮水区	饮水区 🚰
饮用水	饮用水 🚰
饰以丝带的心	饰以丝带的心 💝
饼干	饼干 🍪
首飾	首飾 💍
首饰	首饰 💍
香岛	香岛 🇰🇲
香島	香島 🇰🇲
香港	香港 🇭🇰
香草	香草 🌿
香蕉	香蕉 🍌
馬	馬 🐴 🐎
馬丁尼克	馬丁尼克 🇲🇶
馬來西亞	馬來西亞 🇲🇾
馬其頓	馬其頓 🇲🇰
馬利	馬利 🇲🇱
馬戲團	馬戲團 🎪
馬拉威	馬拉威 🇲🇼
馬桶	馬桶 🚽
馬爾他	馬爾他 🇲🇹
馬爾地夫	馬爾地夫 🇲🇻
馬臉	馬臉 🐴
馬達加斯加	馬達加斯加 🇲🇬
駱駝	駱駝 🐪 🐫
騎車登山	騎車登山 🚵
驚問	驚問 ⁉️
驚嘆	驚嘆 ❗️ ‼️ ❕
驚嘆號	驚嘆號 ❗️ ❕
驚嘆號加問號	驚嘆號加問號 ⁉️
驚嚇	驚嚇 🙀
驚訝	驚訝 ❗️ ‼️ 🙀 ❕ 😺
驚訝懷疑	驚訝懷疑 ⁉️
驟雨	驟雨 ☔️
马	马 🐴 🐎
马其顿	马其顿 🇲🇰
马尔代夫	马尔代夫 🇲🇻
马戏团	马戏团 🎪
马拉维	马拉维 🇲🇼
马提尼克	马提尼克 🇲🇶
马来西亚	马来西亚 🇲🇾
马桶	马桶 🚽
马耳他	马耳他 🇲🇹
马脸	马脸 🐴
马达加斯加	马达加斯加 🇲🇬
马里	马里 🇲🇱
骆驼	骆驼 🐪 🐫
骑车登山	骑车登山 🚵
骤雨	骤雨 ☔️
骨头肉	骨头肉 🍖
骨頭肉	骨頭肉 🍖
骰子	骰子 🎲
骷髅头	骷髅头 💀
骷髏頭	骷髏頭 💀
高兴	高兴 😸 😄 😃 😊
高卢雄鸡	高卢雄鸡 🇫🇷
高原雄鷹	高原雄鷹 🇲🇽
高原雄鹰	高原雄鹰 🇲🇽
高尔夫	高尔夫 ⛳️
高尔夫球	高尔夫球 ⛳️
高爾夫	高爾夫 ⛳️
高爾夫球	高爾夫球 ⛳️
高盧雄雞	高盧雄雞 🇫🇷
高興	高興 😸 😄 😃 😊
高跟鞋	高跟鞋 👠
高速列車	高速列車 🚅 🚄
高速列车	高速列车 🚅 🚄
高鐵	高鐵 🚅 🚄
高铁	高铁 🚅 🚄
髮廊	髮廊 💈
鬧心	鬧心 😠
鬧鈴	鬧鈴 ⏰
鬧鐘	鬧鐘 ⏰
鬱悶	鬱悶 😒
鬱金香	鬱金香 🌷
鬼怪	鬼怪 👹
鬼脸	鬼脸 👻 😜
鬼臉	鬼臉 👻 😜
鬼魂	鬼魂 👻
魔鬼	魔鬼 👹
魚	魚 🐠 🐟
魚板	魚板 🍥
鮮花	鮮花 💐
鯉魚旗	鯉魚旗 🎏
鯨	鯨 🐳
鯨魚	鯨魚 🐋 🐳
鱷魚	鱷魚 🐊
鱼	鱼 🐠 🐟
鱼板	鱼板 🍥
鲜花	鲜花 💐
鲤鱼旗	鲤鱼旗 🎏
鲸	鲸 🐳
鲸鱼	鲸鱼 🐋 🐳
鳄鱼	鳄鱼 🐊
鳥	鳥 🐦
鳳梨	鳳梨 🍍
鸟	鸟 🐦
鸡	鸡 🐔
鸡宝宝	鸡宝宝 🐤
鸡尾酒	鸡尾酒 🍸
鸡尾酒杯	鸡尾酒杯 🍸
鸡尾酒酒杯	鸡尾酒酒杯 🍸
鸡腿	鸡腿 🍗
麥克風	麥克風 🎤
麦克风	麦克风 🎤
麵包	麵包 🍞
麵包圈	麵包圈 🍩
麵包車	麵包車 🚐
麵條	麵條 🍝 🍜
麻将	麻将 🀄️
麻將	麻將 🀄️
黃心	黃心 💛
黃昏	黃昏 🌇 🌆
黄心	黄心 💛
黄昏	黄昏 🌇 🌆
黄色心形	黄色心形 💛
黎巴嫩	黎巴嫩 🇱🇧
黑山	黑山 🇲🇪
黑桃	黑桃 ♠️
點子	點子 💡
點燃	點燃 🔥
鼓掌	鼓掌 👏
鼠	鼠 🐭
鼠脸	鼠脸 🐭
鼠臉	鼠臉 🐭
鼻	鼻 👃
鼻子	鼻子 👃
龍	龍 🐉 🐲
龍捲風	龍捲風 🌀
龍臉	龍臉 🐲
龙	龙 🐉 🐲
龙卷风	龙卷风 🌀
龙脸	龙脸 🐲
龜	龜 🐢
龟	龟 🐢
